Party Id,Security Balance,Currency Balance,CCF Exchange Factor
P113,1000,0, P113 converts 200S into 400C
P114,0,500,
P115,2000,0,
P116,0,0,
P117,0,0,
P118,0,0, P118 converts 100S into 200C
P119,1000,0, P119 converts 200S into 400C
P120,0,500,
P121,2000,0,
P122,0,0,
P123,0,0,
P124,0,0, P124 converts 100S into 200C
P125,1000,0, P125 converts 200S into 400C
P126,0,500,
P127,2000,0,
P128,0,100,
P129,0,0,
P130,0,0, P130 converts 100S into 200C
P131,1000,0, P131 converts 200S into 400C
P132,0,500,
P133,2000,0,
P134,0,0,
P135,0,0,
P136,0,0, P136 converts 100S into 200C
P137,1000,0, P137 converts 200S into 400C
P138,0,500,
P139,2000,0,
P140,0,0,
P141,0,0,
P142,0,0, P142 converts 100S into 200C
P143,1000,0, P143 converts 200S into 400C
P144,0,500,
P145,2000,0,
P146,0,100,
P147,0,0,
P148,0,0, P148 converts 100S into 200C
P149,1000,0, P149 converts 200S into 400C
P150,0,500,
P151,2000,0,
P152,0,0,
P153,0,0,
P154,0,0, P154 converts 100S into 200C
P155,1000,0, P155 converts 200S into 400C
P156,0,500,
P157,2000,0,
P158,0,0,
P159,0,0,
P160,0,0, P160 converts 100S into 200C
P161,1000,0, P161 converts 200S into 400C
P162,0,500,
P163,2000,0,
P164,0,100,
P165,0,0,
P166,0,0, P166 converts 100S into 200C
P167,1000,0, P167 converts 200S into 400C
P168,0,500,
P169,2000,0,
P170,0,0,
P171,0,0,
P172,0,0, P172 converts 100S into 200C
P173,1000,0, P173 converts 200S into 400C
P174,0,500,
P175,2000,0,
P176,0,0,
P177,0,0,
P178,0,0, P178 converts 100S into 200C
P179,1000,0, P179 converts 200S into 400C
P180,0,500,


Transaction Id,From,To,Security Amount,From,To,Cash Amount
T1,P181,P2,100,P2,P181,100
T2,P181,P2,100,P2,P181,100
T3,P181,P2,100,P2,P181,100
T4,P181,P2,100,P2,P181,100
T5,P181,P2,100,P2,P181,100
T6,P181,P2,100,P2,P181,100
T7,P181,P2,100,P2,P181,100
T8,P181,P2,100,P2,P181,100
T9,P181,P2,100,P2,P181,100
T10,P181,P2,100,P2,P181,100
T11,P181,P20,100,P20,P181,100
T12,P181,P20,100,P20,P181,100
T13,P181,P20,100,P20,P181,100
T14,P181,P20,100,P20,P181,100
T15,P181,P20,100,P20,P181,100
T16,P181,P20,100,P20,P181,100
T17,P181,P20,100,P20,P181,100
T18,P181,P20,100,P20,P181,100
T19,P181,P20,100,P20,P181,100
T20,P181,P20,100,P20,P181,100
T21,P181,P38,100,P38,P181,100
T22,P181,P38,100,P38,P181,100
T23,P181,P38,100,P38,P181,100
T24,P181,P38,100,P38,P181,100
T25,P181,P38,100,P38,P181,100
T26,P181,P38,100,P38,P181,100
T27,P181,P38,100,P38,P181,100
T28,P181,P38,100,P38,P181,100
T29,P181,P38,100,P38,P181,100
T30,P181,P38,100,P38,P181,100
T31,P181,P56,100,P56,P181,100
T32,P181,P56,100,P56,P181,100
T33,P181,P56,100,P56,P181,100
T34,P181,P56,100,P56,P181,100
T35,P181,P56,100,P56,P181,100
T36,P181,P56,100,P56,P181,100
T37,P181,P56,100,P56,P181,100
T38,P181,P56,100,P56,P181,100
T39,P181,P56,100,P56,P181,100
T40,P181,P56,100,P56,P181,100
T41,P181,P74,100,P74,P181,100
T42,P181,P74,100,P74,P181,100
T43,P181,P74,100,P74,P181,100
T44,P181,P74,100,P74,P181,100
T45,P181,P74,100,P74,P181,100
T46,P181,P74,100,P74,P181,100
T47,P181,P74,100,P74,P181,100
T48,P181,P74,100,P74,P181,100
T49,P181,P74,100,P74,P181,100
T50,P181,P74,100,P74,P181,100
T51,P181,P92,100,P92,P181,100
T52,P181,P92,100,P92,P181,100
T53,P181,P92,100,P92,P181,100
T54,P181,P92,100,P92,P181,100
T55,P181,P92,100,P92,P181,100
T56,P181,P92,100,P92,P181,100
T57,P181,P92,100,P92,P181,100
T58,P181,P92,100,P92,P181,100
T59,P181,P92,100,P92,P181,100
T60,P181,P92,100,P92,P181,100
T61,P181,P110,100,P110,P181,100
T62,P181,P110,100,P110,P181,100
T63,P181,P110,100,P110,P181,100
T64,P181,P110,100,P110,P181,100
T65,P181,P110,100,P110,P181,100
T66,P181,P110,100,P110,P181,100
T67,P181,P110,100,P110,P181,100
T68,P181,P110,100,P110,P181,100
T69,P181,P110,100,P110,P181,100
T70,P181,P110,100,P110,P181,100
T71,P181,P128,100,P128,P181,100
T72,P181,P128,100,P128,P181,100
T73,P181,P128,100,P128,P181,100
T74,P181,P128,100,P128,P181,100
T75,P181,P128,100,P128,P181,100
T76,P181,P128,100,P128,P181,100
T77,P181,P128,100,P128,P181,100
T78,P181,P128,100,P128,P181,100
T79,P181,P128,100,P128,P181,100
T80,P181,P128,100,P128,P181,100
T81,P181,P146,100,P146,P181,100
T82,P181,P146,100,P146,P181,100
T83,P181,P146,100,P146,P181,100
T84,P181,P146,100,P146,P181,100
T85,P181,P146,100,P146,P181,100
T86,P181,P146,100,P146,P181,100
T87,P181,P146,100,P146,P181,100
T88,P181,P146,100,P146,P181,100
T89,P181,P146,100,P146,P181,100
T90,P181,P146,100,P146,P181,100
T91,P181,P164,100,P164,P181,100
T92,P181,P164,100,P164,P181,100
T93,P181,P164,100,P164,P181,100
T94,P181,P164,100,P164,P181,100
T95,P181,P164,100,P164,P181,100
T96,P181,P164,100,P164,P181,100
T97,P181,P164,100,P164,P181,100
T98,P181,P164,100,P164,P181,100
T99,P181,P164,100,P164,P181,100
T100,P181,P164,100,P164,P181,100
T101,P2,P1,300,P1,P2,100
T102,P2,P3,100,P3,P2,100
T103,P3,P1,100,P1,P3,100
T104,P4,P2,100,P2,P4,100
T105,P5,P6,100,P6,P5,1400
T106,P5,P4,200,P4,P5,300
T107,P1,P6,300,P6,P1,600
T108,P6,P5,300,P5,P6,700
T109,P8,P7,300,P7,P8,100
T110,P8,P9,100,P9,P8,100
T111,P9,P7,100,P7,P9,100
T112,P10,P8,100,P8,P10,100
T113,P11,P12,100,P12,P11,1400
T114,P11,P10,200,P10,P11,300
T115,P7,P12,300,P12,P7,600
T116,P12,P11,300,P11,P12,700
T117,P14,P13,300,P13,P14,100
T118,P14,P15,100,P15,P14,100
T119,P15,P13,100,P13,P15,100
T120,P16,P14,100,P14,P16,100
T121,P17,P18,100,P18,P17,1400
T122,P17,P16,200,P16,P17,300
T123,P13,P18,300,P18,P13,600
T124,P18,P17,300,P17,P18,700
T125,P2,P8,100,P8,P2,100
T126,P8,P14,100,P14,P8,100
T127,P14,P3,100,P3,P14,100
T128,P3,P6,100,P6,P3,100
T129,P2,P1,300,P1,P2,100
T130,P2,P3,100,P3,P2,100
T131,P3,P1,100,P1,P3,100
T132,P4,P2,100,P2,P4,100
T133,P5,P6,100,P6,P5,1400
T134,P5,P4,200,P4,P5,300
T135,P1,P6,300,P6,P1,600
T136,P6,P5,300,P5,P6,700
T137,P8,P7,300,P7,P8,100
T138,P8,P9,100,P9,P8,100
T139,P9,P7,100,P7,P9,100
T140,P10,P8,100,P8,P10,100
T141,P11,P12,100,P12,P11,1400
T142,P11,P10,200,P10,P11,300
T143,P7,P12,300,P12,P7,600
T144,P12,P11,300,P11,P12,700
T145,P14,P13,300,P13,P14,100
T146,P14,P15,100,P15,P14,100
T147,P15,P13,100,P13,P15,100
T148,P16,P14,100,P14,P16,100
T149,P17,P18,100,P18,P17,1400
T150,P17,P16,200,P16,P17,300
T151,P13,P18,300,P18,P13,600
T152,P18,P17,300,P17,P18,700
T153,P2,P8,100,P8,P2,100
T154,P8,P14,100,P14,P8,100
T155,P14,P3,200,P3,P14,100
T156,P14,P6,100,P6,P14,100
T157,P2,P1,300,P1,P2,100
T158,P2,P3,100,P3,P2,100
T159,P3,P1,100,P1,P3,100
T160,P4,P2,100,P2,P4,100
T161,P5,P6,100,P6,P5,1400
T162,P5,P4,200,P4,P5,300
T163,P1,P6,300,P6,P1,600
T164,P6,P5,300,P5,P6,700
T165,P8,P7,300,P7,P8,100
T166,P8,P9,100,P9,P8,100
T167,P9,P7,100,P7,P9,100
T168,P10,P8,100,P8,P10,100
T169,P11,P12,100,P12,P11,1400
T170,P11,P10,200,P10,P11,300
T171,P7,P12,300,P12,P7,600
T172,P12,P11,300,P11,P12,700
T173,P14,P13,300,P13,P14,100
T174,P14,P15,100,P15,P14,100
T175,P15,P13,100,P13,P15,100
T176,P16,P14,100,P14,P16,100
T177,P17,P18,100,P18,P17,1400
T178,P17,P16,200,P16,P17,300
T179,P13,P18,300,P18,P13,600
T180,P18,P17,300,P17,P18,700
T181,P2,P8,100,P8,P2,100
T182,P8,P14,100,P14,P8,100
T183,P14,P3,100,P3,P14,100
T184,P3,P6,100,P6,P3,100
T185,P2,P1,300,P1,P2,100
T186,P2,P3,100,P3,P2,100
T187,P3,P1,100,P1,P3,100
T188,P4,P2,100,P2,P4,100
T189,P5,P6,100,P6,P5,1400
T190,P5,P4,200,P4,P5,300
T191,P1,P6,300,P6,P1,600
T192,P6,P5,300,P5,P6,700
T193,P8,P7,300,P7,P8,100
T194,P8,P9,100,P9,P8,100
T195,P9,P7,100,P7,P9,100
T196,P10,P8,100,P8,P10,100
T197,P11,P12,100,P12,P11,1400
T198,P11,P10,200,P10,P11,300
T199,P7,P12,300,P12,P7,600
T200,P12,P11,300,P11,P12,700
T201,P14,P13,300,P13,P14,100
T202,P14,P15,100,P15,P14,100
T203,P15,P13,100,P13,P15,100
T204,P16,P14,100,P14,P16,100
T205,P17,P18,100,P18,P17,1400
T206,P17,P16,200,P16,P17,300
T207,P13,P18,300,P18,P13,600
T208,P18,P17,300,P17,P18,700
T209,P2,P8,100,P8,P2,100
T210,P8,P14,100,P14,P8,100
T211,P14,P3,200,P3,P14,100
T212,P14,P6,100,P6,P14,100
T213,P2,P1,300,P1,P2,100
T214,P2,P3,100,P3,P2,100
T215,P3,P1,100,P1,P3,100
T216,P4,P2,100,P2,P4,100
T217,P5,P6,100,P6,P5,1400
T218,P5,P4,200,P4,P5,300
T219,P1,P6,300,P6,P1,600
T220,P6,P5,300,P5,P6,700
T221,P8,P7,300,P7,P8,100
T222,P8,P9,100,P9,P8,100
T223,P9,P7,100,P7,P9,100
T224,P10,P8,100,P8,P10,100
T225,P11,P12,100,P12,P11,1400
T226,P11,P10,200,P10,P11,300
T227,P7,P12,300,P12,P7,600
T228,P12,P11,300,P11,P12,700
T229,P14,P13,300,P13,P14,100
T230,P14,P15,100,P15,P14,100
T231,P15,P13,100,P13,P15,100
T232,P16,P14,100,P14,P16,100
T233,P17,P18,100,P18,P17,1400
T234,P17,P16,200,P16,P17,300
T235,P13,P18,300,P18,P13,600
T236,P18,P17,300,P17,P18,700
T237,P2,P8,100,P8,P2,100
T238,P8,P14,100,P14,P8,100
T239,P14,P3,100,P3,P14,100
T240,P3,P6,100,P6,P3,100
T241,P2,P1,300,P1,P2,100
T242,P2,P3,100,P3,P2,100
T243,P3,P1,100,P1,P3,100
T244,P4,P2,100,P2,P4,100
T245,P5,P6,100,P6,P5,1400
T246,P5,P4,200,P4,P5,300
T247,P1,P6,300,P6,P1,600
T248,P6,P5,300,P5,P6,700
T249,P8,P7,300,P7,P8,100
T250,P8,P9,100,P9,P8,100
T251,P9,P7,100,P7,P9,100
T252,P10,P8,100,P8,P10,100
T253,P11,P12,100,P12,P11,1400
T254,P11,P10,200,P10,P11,300
T255,P7,P12,300,P12,P7,600
T256,P12,P11,300,P11,P12,700
T257,P14,P13,300,P13,P14,100
T258,P14,P15,100,P15,P14,100
T259,P15,P13,100,P13,P15,100
T260,P16,P14,100,P14,P16,100
T261,P17,P18,100,P18,P17,1400
T262,P17,P16,200,P16,P17,300
T263,P13,P18,300,P18,P13,600
T264,P18,P17,300,P17,P18,700
T265,P2,P8,100,P8,P2,100
T266,P8,P14,100,P14,P8,100
T267,P14,P3,200,P3,P14,100
T268,P14,P6,100,P6,P14,100
T269,P2,P1,300,P1,P2,100
T270,P2,P3,100,P3,P2,100
T271,P3,P1,100,P1,P3,100
T272,P4,P2,100,P2,P4,100
T273,P5,P6,100,P6,P5,1400
T274,P5,P4,200,P4,P5,300
T275,P1,P6,300,P6,P1,600
T276,P6,P5,300,P5,P6,700
T277,P8,P7,300,P7,P8,100
T278,P8,P9,100,P9,P8,100
T279,P9,P7,100,P7,P9,100
T280,P10,P8,100,P8,P10,100
T281,P11,P12,100,P12,P11,1400
T282,P11,P10,200,P10,P11,300
T283,P7,P12,300,P12,P7,600
T284,P12,P11,300,P11,P12,700
T285,P14,P13,300,P13,P14,100
T286,P14,P15,100,P15,P14,100
T287,P15,P13,100,P13,P15,100
T288,P16,P14,100,P14,P16,100
T289,P17,P18,100,P18,P17,1400
T290,P17,P16,200,P16,P17,300
T291,P13,P18,300,P18,P13,600
T292,P18,P17,300,P17,P18,700
T293,P2,P8,100,P8,P2,100
T294,P8,P14,100,P14,P8,100
T295,P14,P3,100,P3,P14,100
T296,P3,P6,100,P6,P3,100
T297,P2,P1,300,P1,P2,100
T298,P2,P3,100,P3,P2,100
T299,P3,P1,100,P1,P3,100
T300,P4,P2,100,P2,P4,100
T301,P5,P6,100,P6,P5,1400
T302,P5,P4,200,P4,P5,300
T303,P1,P6,300,P6,P1,600
T304,P6,P5,300,P5,P6,700
T305,P8,P7,300,P7,P8,100
T306,P8,P9,100,P9,P8,100
T307,P9,P7,100,P7,P9,100
T308,P10,P8,100,P8,P10,100
T309,P11,P12,100,P12,P11,1400
T310,P11,P10,200,P10,P11,300
T311,P7,P12,300,P12,P7,600
T312,P12,P11,300,P11,P12,700
T313,P14,P13,300,P13,P14,100
T314,P14,P15,100,P15,P14,100
T315,P15,P13,100,P13,P15,100
T316,P16,P14,100,P14,P16,100
T317,P17,P18,100,P18,P17,1400
T318,P17,P16,200,P16,P17,300
T319,P13,P18,300,P18,P13,600
T320,P18,P17,300,P17,P18,700
T321,P2,P8,100,P8,P2,100
T322,P8,P14,100,P14,P8,100
T323,P14,P3,200,P3,P14,100
T324,P14,P6,100,P6,P14,100
T325,P2,P1,300,P1,P2,100
T326,P2,P3,100,P3,P2,100
T327,P3,P1,100,P1,P3,100
T328,P4,P2,100,P2,P4,100
T329,P5,P6,100,P6,P5,1400
T330,P5,P4,200,P4,P5,300
T331,P1,P6,300,P6,P1,600
T332,P6,P5,300,P5,P6,700
T333,P8,P7,300,P7,P8,100
T334,P8,P9,100,P9,P8,100
T335,P9,P7,100,P7,P9,100
T336,P10,P8,100,P8,P10,100
T337,P11,P12,100,P12,P11,1400
T338,P11,P10,200,P10,P11,300
T339,P7,P12,300,P12,P7,600
T340,P12,P11,300,P11,P12,700
T341,P14,P13,300,P13,P14,100
T342,P14,P15,100,P15,P14,100
T343,P15,P13,100,P13,P15,100
T344,P16,P14,100,P14,P16,100
T345,P17,P18,100,P18,P17,1400
T346,P17,P16,200,P16,P17,300
T347,P13,P18,300,P18,P13,600
T348,P18,P17,300,P17,P18,700
T349,P2,P8,100,P8,P2,100
T350,P8,P14,100,P14,P8,100
T351,P14,P3,100,P3,P14,100
T352,P3,P6,100,P6,P3,100
T353,P2,P1,300,P1,P2,100
T354,P2,P3,100,P3,P2,100
T355,P3,P1,100,P1,P3,100
T356,P4,P2,100,P2,P4,100
T357,P5,P6,100,P6,P5,1400
T358,P5,P4,200,P4,P5,300
T359,P1,P6,300,P6,P1,600
T360,P6,P5,300,P5,P6,700
T361,P8,P7,300,P7,P8,100
T362,P8,P9,100,P9,P8,100
T363,P9,P7,100,P7,P9,100
T364,P10,P8,100,P8,P10,100
T365,P11,P12,100,P12,P11,1400
T366,P11,P10,200,P10,P11,300
T367,P7,P12,300,P12,P7,600
T368,P12,P11,300,P11,P12,700
T369,P14,P13,300,P13,P14,100
T370,P14,P15,100,P15,P14,100
T371,P15,P13,100,P13,P15,100
T372,P16,P14,100,P14,P16,100
T373,P17,P18,100,P18,P17,1400
T374,P17,P16,200,P16,P17,300
T375,P13,P18,300,P18,P13,600
T376,P18,P17,300,P17,P18,700
T377,P2,P8,100,P8,P2,100
T378,P8,P14,100,P14,P8,100
T379,P14,P3,200,P3,P14,100
T380,P14,P6,100,P6,P14,100
T381,P2,P1,300,P1,P2,100
T382,P2,P3,100,P3,P2,100
T383,P3,P1,100,P1,P3,100
T384,P4,P2,100,P2,P4,100
T385,P5,P6,100,P6,P5,1400
T386,P5,P4,200,P4,P5,300
T387,P1,P6,300,P6,P1,600
T388,P6,P5,300,P5,P6,700
T389,P8,P7,300,P7,P8,100
T390,P8,P9,100,P9,P8,100
T391,P9,P7,100,P7,P9,100
T392,P10,P8,100,P8,P10,100
T393,P11,P12,100,P12,P11,1400
T394,P11,P10,200,P10,P11,300
T395,P7,P12,300,P12,P7,600
T396,P12,P11,300,P11,P12,700
T397,P14,P13,300,P13,P14,100
T398,P14,P15,100,P15,P14,100
T399,P15,P13,100,P13,P15,100
T400,P16,P14,100,P14,P16,100
T401,P17,P18,100,P18,P17,1400
T402,P17,P16,200,P16,P17,300
T403,P13,P18,300,P18,P13,600
T404,P18,P17,300,P17,P18,700
T405,P2,P8,100,P8,P2,100
T406,P8,P14,100,P14,P8,100
T407,P14,P3,100,P3,P14,100
T408,P3,P6,100,P6,P3,100
T409,P2,P1,300,P1,P2,100
T410,P2,P3,100,P3,P2,100
T411,P3,P1,100,P1,P3,100
T412,P4,P2,100,P2,P4,100
T413,P5,P6,100,P6,P5,1400
T414,P5,P4,200,P4,P5,300
T415,P1,P6,300,P6,P1,600
T416,P6,P5,300,P5,P6,700
T417,P8,P7,300,P7,P8,100
T418,P8,P9,100,P9,P8,100
T419,P9,P7,100,P7,P9,100
T420,P10,P8,100,P8,P10,100
T421,P11,P12,100,P12,P11,1400
T422,P11,P10,200,P10,P11,300
T423,P7,P12,300,P12,P7,600
T424,P12,P11,300,P11,P12,700
T425,P14,P13,300,P13,P14,100
T426,P14,P15,100,P15,P14,100
T427,P15,P13,100,P13,P15,100
T428,P16,P14,100,P14,P16,100
T429,P17,P18,100,P18,P17,1400
T430,P17,P16,200,P16,P17,300
T431,P13,P18,300,P18,P13,600
T432,P18,P17,300,P17,P18,700
T433,P2,P8,100,P8,P2,100
T434,P8,P14,100,P14,P8,100
T435,P14,P3,200,P3,P14,100
T436,P14,P6,100,P6,P14,100
T437,P2,P1,300,P1,P2,100
T438,P2,P3,100,P3,P2,100
T439,P3,P1,100,P1,P3,100
T440,P4,P2,100,P2,P4,100
T441,P5,P6,100,P6,P5,1400
T442,P5,P4,200,P4,P5,300
T443,P1,P6,300,P6,P1,600
T444,P6,P5,300,P5,P6,700
T445,P8,P7,300,P7,P8,100
T446,P8,P9,100,P9,P8,100
T447,P9,P7,100,P7,P9,100
T448,P10,P8,100,P8,P10,100
T449,P11,P12,100,P12,P11,1400
T450,P11,P10,200,P10,P11,300
T451,P7,P12,300,P12,P7,600
T452,P12,P11,300,P11,P12,700
T453,P14,P13,300,P13,P14,100
T454,P14,P15,100,P15,P14,100
T455,P15,P13,100,P13,P15,100
T456,P16,P14,100,P14,P16,100
T457,P17,P18,100,P18,P17,1400
T458,P17,P16,200,P16,P17,300
T459,P13,P18,300,P18,P13,600
T460,P18,P17,300,P17,P18,700
T461,P2,P8,100,P8,P2,100
T462,P8,P14,100,P14,P8,100
T463,P14,P3,100,P3,P14,100
T464,P3,P6,100,P6,P3,100
T465,P2,P1,300,P1,P2,100
T466,P2,P3,100,P3,P2,100
T467,P3,P1,100,P1,P3,100
T468,P4,P2,100,P2,P4,100
T469,P5,P6,100,P6,P5,1400
T470,P5,P4,200,P4,P5,300
T471,P1,P6,300,P6,P1,600
T472,P6,P5,300,P5,P6,700
T473,P8,P7,300,P7,P8,100
T474,P8,P9,100,P9,P8,100
T475,P9,P7,100,P7,P9,100
T476,P10,P8,100,P8,P10,100
T477,P11,P12,100,P12,P11,1400
T478,P11,P10,200,P10,P11,300
T479,P7,P12,300,P12,P7,600
T480,P12,P11,300,P11,P12,700
T481,P14,P13,300,P13,P14,100
T482,P14,P15,100,P15,P14,100
T483,P15,P13,100,P13,P15,100
T484,P16,P14,100,P14,P16,100
T485,P17,P18,100,P18,P17,1400
T486,P17,P16,200,P16,P17,300
T487,P13,P18,300,P18,P13,600
T488,P18,P17,300,P17,P18,700
T489,P2,P8,100,P8,P2,100
T490,P8,P14,100,P14,P8,100
T491,P14,P3,200,P3,P14,100
T492,P14,P6,100,P6,P14,100
T493,P2,P1,300,P1,P2,100
T494,P2,P3,100,P3,P2,100
T495,P3,P1,100,P1,P3,100
T496,P4,P2,100,P2,P4,100
T497,P5,P6,100,P6,P5,1400
T498,P5,P4,200,P4,P5,300
T499,P1,P6,300,P6,P1,600
T500,P6,P5,300,P5,P6,700
T501,P8,P7,300,P7,P8,100
T502,P8,P9,100,P9,P8,100
T503,P9,P7,100,P7,P9,100
T504,P10,P8,100,P8,P10,100
T505,P11,P12,100,P12,P11,1400
T506,P11,P10,200,P10,P11,300
T507,P7,P12,300,P12,P7,600
T508,P12,P11,300,P11,P12,700
T509,P14,P13,300,P13,P14,100
T510,P14,P15,100,P15,P14,100
T511,P15,P13,100,P13,P15,100
T512,P16,P14,100,P14,P16,100
T513,P17,P18,100,P18,P17,1400
T514,P17,P16,200,P16,P17,300
T515,P13,P18,300,P18,P13,600
T516,P18,P17,300,P17,P18,700
T517,P2,P8,100,P8,P2,100
T518,P8,P14,100,P14,P8,100
T519,P14,P3,100,P3,P14,100
T520,P3,P6,100,P6,P3,100
T521,P2,P1,300,P1,P2,100
T522,P2,P3,100,P3,P2,100
T523,P3,P1,100,P1,P3,100
T524,P4,P2,100,P2,P4,100
T525,P5,P6,100,P6,P5,1400
T526,P5,P4,200,P4,P5,300
T527,P1,P6,300,P6,P1,600
T528,P6,P5,300,P5,P6,700
T529,P8,P7,300,P7,P8,100
T530,P8,P9,100,P9,P8,100
T531,P9,P7,100,P7,P9,100
T532,P10,P8,100,P8,P10,100
T533,P11,P12,100,P12,P11,1400
T534,P11,P10,200,P10,P11,300
T535,P7,P12,300,P12,P7,600
T536,P12,P11,300,P11,P12,700
T537,P14,P13,300,P13,P14,100
T538,P14,P15,100,P15,P14,100
T539,P15,P13,100,P13,P15,100
T540,P16,P14,100,P14,P16,100
T541,P17,P18,100,P18,P17,1400
T542,P17,P16,200,P16,P17,300
T543,P13,P18,300,P18,P13,600
T544,P18,P17,300,P17,P18,700
T545,P2,P8,100,P8,P2,100
T546,P8,P14,100,P14,P8,100
T547,P14,P3,200,P3,P14,100
T548,P14,P6,100,P6,P14,100
T549,P2,P1,300,P1,P2,100
T550,P2,P3,100,P3,P2,100
T551,P3,P1,100,P1,P3,100
T552,P4,P2,100,P2,P4,100
T553,P5,P6,100,P6,P5,1400
T554,P5,P4,200,P4,P5,300
T555,P1,P6,300,P6,P1,600
T556,P6,P5,300,P5,P6,700
T557,P8,P7,300,P7,P8,100
T558,P8,P9,100,P9,P8,100
T559,P9,P7,100,P7,P9,100
T560,P10,P8,100,P8,P10,100
T561,P11,P12,100,P12,P11,1400
T562,P11,P10,200,P10,P11,300
T563,P7,P12,300,P12,P7,600
T564,P12,P11,300,P11,P12,700
T565,P14,P13,300,P13,P14,100
T566,P14,P15,100,P15,P14,100
T567,P15,P13,100,P13,P15,100
T568,P16,P14,100,P14,P16,100
T569,P17,P18,100,P18,P17,1400
T570,P17,P16,200,P16,P17,300
T571,P13,P18,300,P18,P13,600
T572,P18,P17,300,P17,P18,700
T573,P2,P8,100,P8,P2,100
T574,P8,P14,100,P14,P8,100
T575,P14,P3,100,P3,P14,100
T576,P3,P6,100,P6,P3,100
T577,P2,P1,300,P1,P2,100
T578,P2,P3,100,P3,P2,100
T579,P3,P1,100,P1,P3,100
T580,P4,P2,100,P2,P4,100
T581,P5,P6,100,P6,P5,1400
T582,P5,P4,200,P4,P5,300
T583,P1,P6,300,P6,P1,600
T584,P6,P5,300,P5,P6,700
T585,P8,P7,300,P7,P8,100
T586,P8,P9,100,P9,P8,100
T587,P9,P7,100,P7,P9,100
T588,P10,P8,100,P8,P10,100
T589,P11,P12,100,P12,P11,1400
T590,P11,P10,200,P10,P11,300
T591,P7,P12,300,P12,P7,600
T592,P12,P11,300,P11,P12,700
T593,P14,P13,300,P13,P14,100
T594,P14,P15,100,P15,P14,100
T595,P15,P13,100,P13,P15,100
T596,P16,P14,100,P14,P16,100
T597,P17,P18,100,P18,P17,1400
T598,P17,P16,200,P16,P17,300
T599,P13,P18,300,P18,P13,600
T600,P18,P17,300,P17,P18,700
T601,P2,P8,100,P8,P2,100
T602,P8,P14,100,P14,P8,100
T603,P14,P3,200,P3,P14,100
T604,P14,P6,100,P6,P14,100
T605,P2,P1,300,P1,P2,100
T606,P2,P3,100,P3,P2,100
T607,P3,P1,100,P1,P3,100
T608,P4,P2,100,P2,P4,100
T609,P5,P6,100,P6,P5,1400
T610,P5,P4,200,P4,P5,300
T611,P1,P6,300,P6,P1,600
T612,P6,P5,300,P5,P6,700
