Party Id,Security Balance,Currency Balance,CCF Exchange Factor
P125,1000,0, P125 converts 200S into 400C
P126,0,500,
P127,2000,0,
P128,0,100,
P129,0,0,
P130,0,0, P130 converts 100S into 200C
P131,1000,0, P131 converts 200S into 400C
P132,0,500,
P133,2000,0,
P134,0,0,
P135,0,0,
P136,0,0, P136 converts 100S into 200C
P137,1000,0, P137 converts 200S into 400C
P138,0,500,
P139,2000,0,
P140,0,0,
P141,0,0,
P142,0,0, P142 converts 100S into 200C
P143,1000,0, P143 converts 200S into 400C
P144,0,500,
P145,2000,0,
P146,0,100,
P147,0,0,
P148,0,0, P148 converts 100S into 200C
P149,1000,0, P149 converts 200S into 400C
P150,0,500,
P151,2000,0,
P152,0,0,
P153,0,0,
P154,0,0, P154 converts 100S into 200C
P155,1000,0, P155 converts 200S into 400C
P156,0,500,
P157,2000,0,
P158,0,0,
P159,0,0,
P160,0,0, P160 converts 100S into 200C
P161,1000,0, P161 converts 200S into 400C
P162,0,500,
P163,2000,0,
P164,0,100,
P165,0,0,
P166,0,0, P166 converts 100S into 200C
P167,1000,0, P167 converts 200S into 400C
P168,0,500,
P169,2000,0,
P170,0,0,
P171,0,0,
P172,0,0, P172 converts 100S into 200C
P173,1000,0, P173 converts 200S into 400C
P174,0,500,
P175,2000,0,
P176,0,0,
P177,0,0,
P178,0,0, P178 converts 100S into 200C
P179,1000,0, P179 converts 200S into 400C
P180,0,500,
P181,2000,0,
P182,0,100,
P183,0,0,
P184,0,0, P184 converts 100S into 200C
P185,1000,0, P185 converts 200S into 400C
P186,0,500,
P187,2000,0,
P188,0,0,
P189,0,0,
P190,0,0, P190 converts 100S into 200C
P191,1000,0, P191 converts 200S into 400C
P192,0,500,
P193,2000,0,
P194,0,0,
P195,0,0,
P196,0,0, P196 converts 100S into 200C
P197,1000,0, P197 converts 200S into 400C
P198,0,500,
P199,2000,0,
P200,0,100,
P201,0,0,
P202,0,0, P202 converts 100S into 200C
P203,1000,0, P203 converts 200S into 400C
P204,0,500,
P205,2000,0,
P206,0,0,
P207,0,0,
P208,0,0, P208 converts 100S into 200C
P209,1000,0, P209 converts 200S into 400C
P210,0,500,
P211,2000,0,
P212,0,0,
P213,0,0,
P214,0,0, P214 converts 100S into 200C
P215,1000,0, P215 converts 200S into 400C
P216,0,500,
P217,2000,0,
P218,0,100,
P219,0,0,
P220,0,0, P220 converts 100S into 200C
P221,1000,0, P221 converts 200S into 400C
P222,0,500,
P223,2000,0,
P224,0,0,
P225,0,0,
P226,0,0, P226 converts 100S into 200C
P227,1000,0, P227 converts 200S into 400C
P228,0,500,
P229,2000,0,
P230,0,0,
P231,0,0,
P232,0,0, P232 converts 100S into 200C
P233,1000,0, P233 converts 200S into 400C
P234,0,500,
P235,2000,0,
P236,0,100,
P237,0,0,
P238,0,0, P238 converts 100S into 200C
P239,1000,0, P239 converts 200S into 400C
P240,0,500,
P241,2000,0,
P242,0,0,
P243,0,0,
P244,0,0, P244 converts 100S into 200C
P245,1000,0, P245 converts 200S into 400C
P246,0,500,
P247,2000,0,
P248,0,0,
P249,0,0,
P250,0,0, P250 converts 100S into 200C
P251,1000,0, P251 converts 200S into 400C
P252,0,500,
P253,2000,0,
P254,0,100,
P255,0,0,
P256,0,0, P256 converts 100S into 200C
P257,1000,0, P257 converts 200S into 400C
P258,0,500,
P259,2000,0,
P260,0,0,
P261,0,0,
P262,0,0, P262 converts 100S into 200C
P263,1000,0, P263 converts 200S into 400C
P264,0,500,
P265,2000,0,
P266,0,0,
P267,0,0,
P268,0,0, P268 converts 100S into 200C
P269,1000,0, P269 converts 200S into 400C
P270,0,500,
P271,2000,0,
P272,0,100,
P273,0,0,
P274,0,0, P274 converts 100S into 200C
P275,1000,0, P275 converts 200S into 400C
P276,0,500,
P277,2000,0,
P278,0,0,
P279,0,0,
P280,0,0, P280 converts 100S into 200C
P281,1000,0, P281 converts 200S into 400C
P282,0,500,
P283,2000,0,
P284,0,0,
P285,0,0,
P286,0,0, P286 converts 100S into 200C
P287,1000,0, P287 converts 200S into 400C
P288,0,500,
P289,2000,0,
P290,0,100,
P291,0,0,
P292,0,0, P292 converts 100S into 200C
P293,1000,0, P293 converts 200S into 400C
P294,0,500,
P295,2000,0,
P296,0,0,
P297,0,0,
P298,0,0, P298 converts 100S into 200C
P299,1000,0, P299 converts 200S into 400C
P300,0,500,
P301,2000,0,
P302,0,0,
P303,0,0,
P304,0,0, P304 converts 100S into 200C
P305,1000,0, P305 converts 200S into 400C
P306,0,500,
P307,2000,0,
P308,0,100,
P309,0,0,
P310,0,0, P310 converts 100S into 200C
P311,1000,0, P311 converts 200S into 400C
P312,0,500,
P313,2000,0,
P314,0,0,
P315,0,0,
P316,0,0, P316 converts 100S into 200C
P317,1000,0, P317 converts 200S into 400C
P318,0,500,
P319,2000,0,
P320,0,0,
P321,0,0,
P322,0,0, P322 converts 100S into 200C
P323,1000,0, P323 converts 200S into 400C
P324,0,500,
P325,2000,0,
P326,0,100,
P327,0,0,
P328,0,0, P328 converts 100S into 200C
P329,1000,0, P329 converts 200S into 400C
P330,0,500,
P331,2000,0,
P332,0,0,
P333,0,0,
P334,0,0, P334 converts 100S into 200C
P335,1000,0, P335 converts 200S into 400C
P336,0,500,
P337,2000,0,
P338,0,0,
P339,0,0,
P340,0,0, P340 converts 100S into 200C
P341,1000,0, P341 converts 200S into 400C
P342,0,500,
P343,2000,0,
P344,0,100,
P345,0,0,
P346,0,0, P346 converts 100S into 200C
P347,1000,0, P347 converts 200S into 400C
P348,0,500,
P349,2000,0,
P350,0,0,
P351,0,0,
P352,0,0, P352 converts 100S into 200C
P353,1000,0, P353 converts 200S into 400C
P354,0,500,
P355,2000,0,
P356,0,0,
P357,0,0,
P358,0,0, P358 converts 100S into 200C
P359,1000,0, P359 converts 200S into 400C
P360,0,500,
P361,2000,0,
P362,0,100,
P363,0,0,
P364,0,0, P364 converts 100S into 200C
P365,1000,0, P365 converts 200S into 400C
P366,0,500,
P367,2000,0,
P368,0,0,
P369,0,0,
P370,0,0, P370 converts 100S into 200C
P371,1000,0, P371 converts 200S into 400C
P372,0,500,
P373,2000,0,
P374,0,0,
P375,0,0,
P376,0,0, P376 converts 100S into 200C
P377,1000,0, P377 converts 200S into 400C
P378,0,500,
P379,2000,0,
P380,0,100,
P381,0,0,
P382,0,0, P382 converts 100S into 200C
P383,1000,0, P383 converts 200S into 400C
P384,0,500,
P385,2000,0,
P386,0,0,
P387,0,0,
P388,0,0, P388 converts 100S into 200C
P389,1000,0, P389 converts 200S into 400C
P390,0,500,
P391,2000,0,
P392,0,0,
P393,0,0,
P394,0,0, P394 converts 100S into 200C
P395,1000,0, P395 converts 200S into 400C
P396,0,500,
P397,2000,0,
P398,0,100,
P399,0,0,
P400,0,0, P400 converts 100S into 200C
P401,1000,0, P401 converts 200S into 400C
P402,0,500,
P403,2000,0,
P404,0,0,
P405,0,0,
P406,0,0, P406 converts 100S into 200C
P407,1000,0, P407 converts 200S into 400C
P408,0,500,
P409,2000,0,
P410,0,0,
P411,0,0,
P412,0,0, P412 converts 100S into 200C
P413,1000,0, P413 converts 200S into 400C
P414,0,500,
P415,2000,0,
P416,0,100,
P417,0,0,
P418,0,0, P418 converts 100S into 200C
P419,1000,0, P419 converts 200S into 400C
P420,0,500,
P421,2000,0,
P422,0,0,
P423,0,0,
P424,0,0, P424 converts 100S into 200C
P425,1000,0, P425 converts 200S into 400C
P426,0,500,
P427,2000,0,
P428,0,0,
P429,0,0,
P430,0,0, P430 converts 100S into 200C
P431,1000,0, P431 converts 200S into 400C
P432,0,500,
P433,2000,0,
P434,0,100,
P435,0,0,
P436,0,0, P436 converts 100S into 200C
P437,1000,0, P437 converts 200S into 400C
P438,0,500,
P439,2000,0,
P440,0,0,
P441,0,0,
P442,0,0, P442 converts 100S into 200C
P443,1000,0, P443 converts 200S into 400C
P444,0,500,
P445,2000,0,
P446,0,0,
P447,0,0,
P448,0,0, P448 converts 100S into 200C
P449,1000,0, P449 converts 200S into 400C
P450,0,500,
P451,2000,0,
P452,0,100,
P453,0,0,
P454,0,0, P454 converts 100S into 200C
P455,1000,0, P455 converts 200S into 400C
P456,0,500,
P457,2000,0,
P458,0,0,
P459,0,0,
P460,0,0, P460 converts 100S into 200C
P461,1000,0, P461 converts 200S into 400C
P462,0,500,
P463,2000,0,
P464,0,0,
P465,0,0,
P466,0,0, P466 converts 100S into 200C
P467,1000,0, P467 converts 200S into 400C
P468,0,500,
P469,2000,0,
P470,0,100,
P471,0,0,
P472,0,0, P472 converts 100S into 200C
P473,1000,0, P473 converts 200S into 400C
P474,0,500,
P475,2000,0,
P476,0,0,
P477,0,0,
P478,0,0, P478 converts 100S into 200C
P479,1000,0, P479 converts 200S into 400C
P480,0,500,
P481,2000,0,
P482,0,0,
P483,0,0,
P484,0,0, P484 converts 100S into 200C
P485,1000,0, P485 converts 200S into 400C
P486,0,500,
P487,2000,0,
P488,0,100,
P489,0,0,
P490,0,0, P490 converts 100S into 200C
P491,1000,0, P491 converts 200S into 400C
P492,0,500,
P493,2000,0,
P494,0,0,
P495,0,0,
P496,0,0, P496 converts 100S into 200C
P497,1000,0, P497 converts 200S into 400C
P498,0,500,
P499,2000,0,
P500,0,0,
P501,0,0,
P502,0,0, P502 converts 100S into 200C
P503,1000,0, P503 converts 200S into 400C
P504,0,500,
P505,2000,0,
P506,0,100,
P507,0,0,
P508,0,0, P508 converts 100S into 200C
P509,1000,0, P509 converts 200S into 400C
P510,0,500,
P511,2000,0,
P512,0,0,
P513,0,0,
P514,0,0, P514 converts 100S into 200C
P515,1000,0, P515 converts 200S into 400C
P516,0,500,
P517,2000,0,
P518,0,0,
P519,0,0,
P520,0,0, P520 converts 100S into 200C
P521,1000,0, P521 converts 200S into 400C
P522,0,500,
P523,2000,0,
P524,0,100,
P525,0,0,
P526,0,0, P526 converts 100S into 200C
P527,1000,0, P527 converts 200S into 400C
P528,0,500,
P529,2000,0,
P530,0,0,
P531,0,0,
P532,0,0, P532 converts 100S into 200C
P533,1000,0, P533 converts 200S into 400C
P534,0,500,
P535,2000,0,
P536,0,0,
P537,0,0,
P538,0,0, P538 converts 100S into 200C
P539,1000,0, P539 converts 200S into 400C
P540,0,500,
P541,2000,0,
P542,0,100,
P543,0,0,
P544,0,0, P544 converts 100S into 200C
P545,1000,0, P545 converts 200S into 400C
P546,0,500,
P547,2000,0,
P548,0,0,
P549,0,0,
P550,0,0, P550 converts 100S into 200C
P551,1000,0, P551 converts 200S into 400C
P552,0,500,
P553,2000,0,
P554,0,0,
P555,0,0,
P556,0,0, P556 converts 100S into 200C
P557,1000,0, P557 converts 200S into 400C
P558,0,500,
P559,2000,0,
P560,0,100,
P561,0,0,
P562,0,0, P562 converts 100S into 200C
P563,1000,0, P563 converts 200S into 400C
P564,0,500,
P565,2000,0,
P566,0,0,
P567,0,0,
P568,0,0, P568 converts 100S into 200C
P569,1000,0, P569 converts 200S into 400C
P570,0,500,
P571,2000,0,
P572,0,0,
P573,0,0,
P574,0,0, P574 converts 100S into 200C
P575,1000,0, P575 converts 200S into 400C
P576,0,500,
P577,2000,0,
P578,0,100,
P579,0,0,
P580,0,0, P580 converts 100S into 200C
P581,1000,0, P581 converts 200S into 400C
P582,0,500,
P583,2000,0,
P584,0,0,
P585,0,0,
P586,0,0, P586 converts 100S into 200C
P587,1000,0, P587 converts 200S into 400C
P588,0,500,
P589,2000,0,
P590,0,0,
P591,0,0,
P592,0,0, P592 converts 100S into 200C
P593,1000,0, P593 converts 200S into 400C
P594,0,500,
P595,2000,0,
P596,0,100,
P597,0,0,
P598,0,0, P598 converts 100S into 200C
P599,1000,0, P599 converts 200S into 400C
P600,0,500,
P601,2000,0,
P602,0,0,
P603,0,0,
P604,0,0, P604 converts 100S into 200C
P605,1000,0, P605 converts 200S into 400C
P606,0,500,
P607,2000,0,
P608,0,0,
P609,0,0,
P610,0,0, P610 converts 100S into 200C
P611,1000,0, P611 converts 200S into 400C
P612,0,500,
P613,2000,0,
P614,0,100,
P615,0,0,
P616,0,0, P616 converts 100S into 200C
P617,1000,0, P617 converts 200S into 400C
P618,0,500,
P619,2000,0,
P620,0,0,
P621,0,0,
P622,0,0, P622 converts 100S into 200C
P623,1000,0, P623 converts 200S into 400C
P624,0,500,
P625,2000,0,
P626,0,0,
P627,0,0,
P628,0,0, P628 converts 100S into 200C
P629,1000,0, P629 converts 200S into 400C
P630,0,500,
P631,2000,0,
P632,0,100,
P633,0,0,
P634,0,0, P634 converts 100S into 200C
P635,1000,0, P635 converts 200S into 400C
P636,0,500,
P637,2000,0,
P638,0,0,
P639,0,0,
P640,0,0, P640 converts 100S into 200C
P641,1000,0, P641 converts 200S into 400C
P642,0,500,
P643,2000,0,
P644,0,0,
P645,0,0,
P646,0,0, P646 converts 100S into 200C
P647,1000,0, P647 converts 200S into 400C
P648,0,500,
P649,2000,0,
P650,0,100,
P651,0,0,
P652,0,0, P652 converts 100S into 200C
P653,1000,0, P653 converts 200S into 400C
P654,0,500,
P655,2000,0,
P656,0,0,
P657,0,0,
P658,0,0, P658 converts 100S into 200C
P659,1000,0, P659 converts 200S into 400C
P660,0,500,
P661,2000,0,
P662,0,0,
P663,0,0,
P664,0,0, P664 converts 100S into 200C
P665,1000,0, P665 converts 200S into 400C
P666,0,500,
P667,2000,0,
P668,0,100,
P669,0,0,
P670,0,0, P670 converts 100S into 200C
P671,1000,0, P671 converts 200S into 400C
P672,0,500,
P673,2000,0,
P674,0,0,
P675,0,0,
P676,0,0, P676 converts 100S into 200C
P677,1000,0, P677 converts 200S into 400C
P678,0,500,
P679,2000,0,
P680,0,0,
P681,0,0,
P682,0,0, P682 converts 100S into 200C
P683,1000,0, P683 converts 200S into 400C
P684,0,500,
P685,2000,0,
P686,0,100,
P687,0,0,
P688,0,0, P688 converts 100S into 200C
P689,1000,0, P689 converts 200S into 400C
P690,0,500,
P691,2000,0,
P692,0,0,
P693,0,0,
P694,0,0, P694 converts 100S into 200C
P695,1000,0, P695 converts 200S into 400C
P696,0,500,
P697,2000,0,
P698,0,0,
P699,0,0,
P700,0,0, P700 converts 100S into 200C
P701,1000,0, P701 converts 200S into 400C
P702,0,500,
P703,2000,0,
P704,0,100,
P705,0,0,
P706,0,0, P706 converts 100S into 200C
P707,1000,0, P707 converts 200S into 400C
P708,0,500,
P709,2000,0,
P710,0,0,
P711,0,0,
P712,0,0, P712 converts 100S into 200C
P713,1000,0, P713 converts 200S into 400C
P714,0,500,
P715,2000,0,
P716,0,0,
P717,0,0,
P718,0,0, P718 converts 100S into 200C
P719,1000,0, P719 converts 200S into 400C
P720,0,500,
P721,2000,0,
P722,0,100,
P723,0,0,
P724,0,0, P724 converts 100S into 200C
P725,1000,0, P725 converts 200S into 400C
P726,0,500,
P727,2000,0,
P728,0,0,
P729,0,0,
P730,0,0, P730 converts 100S into 200C
P731,1000,0, P731 converts 200S into 400C
P732,0,500,
P733,2000,0,
P734,0,0,
P735,0,0,
P736,0,0, P736 converts 100S into 200C
P737,1000,0, P737 converts 200S into 400C
P738,0,500,
P739,2000,0,
P740,0,100,
P741,0,0,
P742,0,0, P742 converts 100S into 200C
P743,1000,0, P743 converts 200S into 400C
P744,0,500,
P745,2000,0,
P746,0,0,
P747,0,0,
P748,0,0, P748 converts 100S into 200C
P749,1000,0, P749 converts 200S into 400C
P750,0,500,
P751,2000,0,
P752,0,0,
P753,0,0,
P754,0,0, P754 converts 100S into 200C
P755,1000,0, P755 converts 200S into 400C
P756,0,500,
P757,2000,0,
P758,0,100,
P759,0,0,
P760,0,0, P760 converts 100S into 200C
P761,1000,0, P761 converts 200S into 400C
P762,0,500,
P763,2000,0,
P764,0,0,
P765,0,0,
P766,0,0, P766 converts 100S into 200C
P767,1000,0, P767 converts 200S into 400C
P768,0,500,
P769,2000,0,
P770,0,0,
P771,0,0,
P772,0,0, P772 converts 100S into 200C
P773,1000,0, P773 converts 200S into 400C
P774,0,500,
P775,2000,0,
P776,0,100,
P777,0,0,
P778,0,0, P778 converts 100S into 200C
P779,1000,0, P779 converts 200S into 400C
P780,0,500,
P781,2000,0,
P782,0,0,
P783,0,0,
P784,0,0, P784 converts 100S into 200C
P785,1000,0, P785 converts 200S into 400C
P786,0,500,
P787,2000,0,
P788,0,0,
P789,0,0,
P790,0,0, P790 converts 100S into 200C
P791,1000,0, P791 converts 200S into 400C
P792,0,500,
P793,2000,0,
P794,0,100,
P795,0,0,
P796,0,0, P796 converts 100S into 200C
P797,1000,0, P797 converts 200S into 400C
P798,0,500,
P799,2000,0,
P800,0,0,
P801,0,0,
P802,0,0, P802 converts 100S into 200C
P803,1000,0, P803 converts 200S into 400C
P804,0,500,
P805,2000,0,
P806,0,0,
P807,0,0,
P808,0,0, P808 converts 100S into 200C
P809,1000,0, P809 converts 200S into 400C
P810,0,500,
P811,2000,0,
P812,0,100,
P813,0,0,
P814,0,0, P814 converts 100S into 200C
P815,1000,0, P815 converts 200S into 400C
P816,0,500,
P817,2000,0,
P818,0,0,
P819,0,0,
P820,0,0, P820 converts 100S into 200C
P821,1000,0, P821 converts 200S into 400C
P822,0,500,
P823,2000,0,
P824,0,0,
P825,0,0,
P826,0,0, P826 converts 100S into 200C
P827,1000,0, P827 converts 200S into 400C
P828,0,500,
P829,2000,0,
P830,0,100,
P831,0,0,
P832,0,0, P832 converts 100S into 200C
P833,1000,0, P833 converts 200S into 400C
P834,0,500,
P835,2000,0,
P836,0,0,
P837,0,0,
P838,0,0, P838 converts 100S into 200C
P839,1000,0, P839 converts 200S into 400C
P840,0,500,
P841,2000,0,
P842,0,0,
P843,0,0,
P844,0,0, P844 converts 100S into 200C
P845,1000,0, P845 converts 200S into 400C
P846,0,500,
P847,2000,0,
P848,0,100,
P849,0,0,
P850,0,0, P850 converts 100S into 200C
P851,1000,0, P851 converts 200S into 400C
P852,0,500,
P853,2000,0,
P854,0,0,
P855,0,0,
P856,0,0, P856 converts 100S into 200C
P857,1000,0, P857 converts 200S into 400C
P858,0,500,
P859,2000,0,
P860,0,0,
P861,0,0,
P862,0,0, P862 converts 100S into 200C
P863,1000,0, P863 converts 200S into 400C
P864,0,500,
P865,2000,0,
P866,0,100,
P867,0,0,
P868,0,0, P868 converts 100S into 200C
P869,1000,0, P869 converts 200S into 400C
P870,0,500,
P871,2000,0,
P872,0,0,
P873,0,0,
P874,0,0, P874 converts 100S into 200C
P875,1000,0, P875 converts 200S into 400C
P876,0,500,
P877,2000,0,
P878,0,0,
P879,0,0,
P880,0,0, P880 converts 100S into 200C
P881,1000,0, P881 converts 200S into 400C
P882,0,500,
P883,2000,0,
P884,0,100,
P885,0,0,
P886,0,0, P886 converts 100S into 200C
P887,1000,0, P887 converts 200S into 400C
P888,0,500,
P889,2000,0,
P890,0,0,
P891,0,0,
P892,0,0, P892 converts 100S into 200C
P893,1000,0, P893 converts 200S into 400C
P894,0,500,
P895,2000,0,
P896,0,0,
P897,0,0,
P898,0,0, P898 converts 100S into 200C
P899,1000,0, P899 converts 200S into 400C
P900,0,500,
P901,2000,0,
P902,0,100,
P903,0,0,
P904,0,0, P904 converts 100S into 200C
P905,1000,0, P905 converts 200S into 400C
P906,0,500,
P907,2000,0,
P908,0,0,
P909,0,0,
P910,0,0, P910 converts 100S into 200C
P911,1000,0, P911 converts 200S into 400C
P912,0,500,
P913,2000,0,
P914,0,0,
P915,0,0,
P916,0,0, P916 converts 100S into 200C
P917,1000,0, P917 converts 200S into 400C
P918,0,500,
P919,2000,0,
P920,0,100,
P921,0,0,
P922,0,0, P922 converts 100S into 200C
P923,1000,0, P923 converts 200S into 400C
P924,0,500,
P925,2000,0,
P926,0,0,
P927,0,0,
P928,0,0, P928 converts 100S into 200C
P929,1000,0, P929 converts 200S into 400C
P930,0,500,
P931,2000,0,
P932,0,0,
P933,0,0,
P934,0,0, P934 converts 100S into 200C
P935,1000,0, P935 converts 200S into 400C
P936,0,500,
P937,2000,0,
P938,0,100,
P939,0,0,
P940,0,0, P940 converts 100S into 200C
P941,1000,0, P941 converts 200S into 400C
P942,0,500,
P943,2000,0,
P944,0,0,
P945,0,0,
P946,0,0, P946 converts 100S into 200C
P947,1000,0, P947 converts 200S into 400C
P948,0,500,
P949,2000,0,
P950,0,0,
P951,0,0,
P952,0,0, P952 converts 100S into 200C
P953,1000,0, P953 converts 200S into 400C
P954,0,500,
P955,2000,0,
P956,0,100,
P957,0,0,
P958,0,0, P958 converts 100S into 200C
P959,1000,0, P959 converts 200S into 400C
P960,0,500,
P961,2000,0,
P962,0,0,
P963,0,0,
P964,0,0, P964 converts 100S into 200C
P965,1000,0, P965 converts 200S into 400C
P966,0,500,
P967,2000,0,
P968,0,0,
P969,0,0,
P970,0,0, P970 converts 100S into 200C
P971,1000,0, P971 converts 200S into 400C
P972,0,500,
P973,2000,0,
P974,0,100,
P975,0,0,
P976,0,0, P976 converts 100S into 200C
P977,1000,0, P977 converts 200S into 400C
P978,0,500,
P979,2000,0,
P980,0,0,
P981,0,0,
P982,0,0, P982 converts 100S into 200C
P983,1000,0, P983 converts 200S into 400C
P984,0,500,
P985,2000,0,
P986,0,0,
P987,0,0,
P988,0,0, P988 converts 100S into 200C
P989,1000,0, P989 converts 200S into 400C
P990,0,500,
P991,2000,0,
P992,0,100,
P993,0,0,
P994,0,0, P994 converts 100S into 200C
P995,1000,0, P995 converts 200S into 400C
P996,0,500,
P997,2000,0,
P998,0,0,
P999,0,0,
P1000,0,0, P1000 converts 100S into 200C
P1001,1000,0, P1001 converts 200S into 400C
P1002,0,500,
P1003,2000,0,
P1004,0,0,
P1005,0,0,
P1006,0,0, P1006 converts 100S into 200C
P1007,1000,0, P1007 converts 200S into 400C
P1008,0,500,
P1009,2000,0,
P1010,0,100,
P1011,0,0,
P1012,0,0, P1012 converts 100S into 200C
P1013,1000,0, P1013 converts 200S into 400C
P1014,0,500,
P1015,2000,0,
P1016,0,0,
P1017,0,0,
P1018,0,0, P1018 converts 100S into 200C
P1019,1000,0, P1019 converts 200S into 400C
P1020,0,500,
P1021,2000,0,
P1022,0,0,
P1023,0,0,
P1024,0,0, P1024 converts 100S into 200C
P1025,1000,0, P1025 converts 200S into 400C
P1026,0,500,
P1027,2000,0,
P1028,0,100,
P1029,0,0,
P1030,0,0, P1030 converts 100S into 200C
P1031,1000,0, P1031 converts 200S into 400C
P1032,0,500,
P1033,2000,0,
P1034,0,0,
P1035,0,0,
P1036,0,0, P1036 converts 100S into 200C
P1037,1000,0, P1037 converts 200S into 400C
P1038,0,500,
P1039,2000,0,
P1040,0,0,
P1041,0,0,
P1042,0,0, P1042 converts 100S into 200C
P1043,1000,0, P1043 converts 200S into 400C
P1044,0,500,
P1045,2000,0,
P1046,0,100,
P1047,0,0,
P1048,0,0, P1048 converts 100S into 200C
P1049,1000,0, P1049 converts 200S into 400C
P1050,0,500,
P1051,2000,0,
P1052,0,0,
P1053,0,0,
P1054,0,0, P1054 converts 100S into 200C
P1055,1000,0, P1055 converts 200S into 400C
P1056,0,500,
P1057,2000,0,
P1058,0,0,
P1059,0,0,
P1060,0,0, P1060 converts 100S into 200C
P1061,1000,0, P1061 converts 200S into 400C
P1062,0,500,
P1063,2000,0,
P1064,0,100,
P1065,0,0,
P1066,0,0, P1066 converts 100S into 200C
P1067,1000,0, P1067 converts 200S into 400C
P1068,0,500,
P1069,2000,0,
P1070,0,0,
P1071,0,0,
P1072,0,0, P1072 converts 100S into 200C
P1073,1000,0, P1073 converts 200S into 400C
P1074,0,500,
P1075,2000,0,
P1076,0,0,
P1077,0,0,
P1078,0,0, P1078 converts 100S into 200C
P1079,1000,0, P1079 converts 200S into 400C
P1080,0,500,
P1081,2000,0,
P1082,0,100,
P1083,0,0,
P1084,0,0, P1084 converts 100S into 200C
P1085,1000,0, P1085 converts 200S into 400C
P1086,0,500,
P1087,2000,0,
P1088,0,0,
P1089,0,0,
P1090,0,0, P1090 converts 100S into 200C
P1091,1000,0, P1091 converts 200S into 400C
P1092,0,500,
P1093,2000,0,
P1094,0,0,
P1095,0,0,
P1096,0,0, P1096 converts 100S into 200C
P1097,1000,0, P1097 converts 200S into 400C
P1098,0,500,
P1099,2000,0,
P1100,0,100,
P1101,0,0,
P1102,0,0, P1102 converts 100S into 200C
P1103,1000,0, P1103 converts 200S into 400C
P1104,0,500,
P1105,2000,0,
P1106,0,0,
P1107,0,0,
P1108,0,0, P1108 converts 100S into 200C
P1109,1000,0, P1109 converts 200S into 400C
P1110,0,500,
P1111,2000,0,
P1112,0,0,
P1113,0,0,
P1114,0,0, P1114 converts 100S into 200C
P1115,1000,0, P1115 converts 200S into 400C
P1116,0,500,
P1117,2000,0,
